
index,video index,product,product name,video title,video link,time stamp,aspect,complaint label,transcript
26,104,Phone,OnePlus Nord CE,"OnePlus Nord CE Review Pros & Cons after 14 Days of use
",https://www.youtube.com/watch?v=njOIOIVqIYg,0:59-1:18,design,1.0," So the first thing is that I like is this is an Amulet screen.  So I like that.  And it's not a big huge Amulet screen.  This is actually a 6.43-inch Amulet screen.  And because of that, the phone is light.  It's just 170 grams.  So it's not that super, super big these days."
153,131,Phone,Vivo V9 ,Vivo V9 Full Review with It's Pros & Cons - iPhone X Inspired,https://www.youtube.com/watch?v=QxC2VS5dqes,10:11-10:36,battery,0.0, that I've noticed for this device.  And the first thing is regarding fast charging.  It simply does not support fast charging.  The charger that you get in the box is not a fast charger but I tested this device with  the tester using a fast charger and I was surprised that if you use a fast charger this  charger is a certified Qualcomm quick charger too.  But when I was using that charger it was actually charging it slowly.
157,132,Phone,Nokia 7,Nokia 7 Plus Review with Pros & Cons - Almost Ideal Smartphone?,https://www.youtube.com/watch?v=1Kknw3EzHug,4:20-4:52,storage,1.0," Yes, back slightly gets warm but nothing like overheating that I have noticed.  Now moving to RAM management it just has 4GB of RAM but I have to say the RAM management  has been done very well in this device.  So I never felt that honestly the apps were actually reloading or for apps like true  caller etc that load out of memory in some other phones that was not happening.  So in terms of RAM management also Nokia has done a very good job.  So you will be satisfied even though it just has 4GB of RAM."
358,178,Phone,Lenovo P2,Lenovo P2 Battery King In-depth Review with Pros & Cons,https://www.youtube.com/watch?v=BuD01yduWa4,3:10-3:33,battery,1.0, In terms of battery life I would say the battery life is actually very good.  If you are a normal user it should last for you for about 3 odd days as you can see with  the screen shots.  And in terms of screen on time also it gave me very good screen on time guys.  This was with dulcim usage and I got a screen on time of about 10 hours with almost 3 days  of usage.  So the battery life is actually very good.
9,100,Phone,Samsung Galaxy Z Fold 3,Samsung Galaxy Z Fold 3 Review with Pros & Cons,https://www.youtube.com/watch?v=YyealAmOA80,17:06-17:14,battery,1.0," So, I was also a little bit skeptical about how will be the battery life.  But I'm happy to say the battery life is very similar to the 4.2.  And I think so."
369,180,Phone,Motorola Edge 30 Ultra,Motorola Edge 30 Ultra Review | Almost Ideal Flagship,https://www.youtube.com/watch?v=B7qYxERmCII&list=PL3BCC0B74F1D775AF&index=5,3:18-3:33,storage,1.0, RAM not an issue with this smartphone I would say RAM management has been done very well  it does not boot out the apps that are memory and all this thing so that way it's very good  and very very fluid experience that you'll get so in terms of UI and that end user polished
28,104,Phone,OnePlus Nord CE,"OnePlus Nord CE Review Pros & Cons after 14 Days of use
",https://www.youtube.com/watch?v=njOIOIVqIYg,4:13-4:31,os,1.0," But at this price point, I will not complain.  The biggest strength of this device, I would say, that's the biggest strength.  And that is the main reason that you might be opting for this device is Oxygen OS.  Again, no bloatware or no unnecessary ads that I've seen on this one, no extra apps."
3,98,Phone,Samsung Galaxy S23 Ultra,The Samsung S23 Ultra is secretly INCREDIBLE,https://www.youtube.com/watch?v=zz70o2Ia4X0&t=1,5:09-5:24,design,1.0," They've retained some of the curve on the screen,  which is good, because it lets your fingers glide onto the display panel from the sides.  But they've made it somewhat less curved,  which means you get more usable flat area of the screen before it starts to slow off.  It's a really good, careful balance."
256,155,Phone,Mi A3 Android ,Mi A3 Android One Smartphone Review with Pros & Cons,https://www.youtube.com/watch?v=Y0Xb50FtZJA,0:43-1:07,design,1.0, between the pros and cons here is a less I'll go over all the pros and the cons in this video  and the first thing that I like is that these days many of the phones are coming with really big  size screens this one relatively if you look at it is having a pretty compact size screen it's a  6.01 screen and that's the reason as you can see it fits easily within your head also in terms
134,127,Phone,Honor 9 Lite,Honor 9 Lite Budget Smartphone Review with Pros & Cons,youtube.com/watch?v=5x1Or-t-t-c,4:34-4:58,storage,0.0, So after doing that I could get a good sound signature.  Now moving to another thing this is regarding the performance as I told you I did not notice  any what is a UI lag or anything like that but one thing that I noticed is that in terms  of RAM management it is sort of a little bit aggressive.  Do not get me wrong it is not like it reloads every app out there but after about fourth
219,146,Phone,Samsung Galaxy A50,Samsung Galaxy A50 Review with Pro's & Cons - Camera Phone?,https://www.youtube.com/watch?v=QUGQWJXyz4Y,3:23-3:44,speaker,1.0," And I also tested it with Chio on the gold T connection and it works.  Now moving to the speaker it just has a single speaker here at the bottom.  And for a single speaker actually it's pretty loud.  But what I've noticed is that if you keep it at the maximum loudness, highest it starts  to start a little bit.  But if you go one notch down it's good enough."
41,107,Phone,Samsung Galaxy A52,"Samsung Galaxy A52 Review with It's Pros & Cons
",https://www.youtube.com/watch?v=K3C13blNf0I,3:57-4:03,speaker,1.0, The earpiece is good and again the speakers are good.  The speakers are actually stereo speakers on this one.
271,158,Phone,Asus ROG Phone 2,Asus ROG Phone 2 Review with Pros & Cons A Cut Above,https://www.youtube.com/watch?v=eKDCmNvjMiA,12:23-12:43,design,0.0," So it's looking fine.  But at night, I feel even at the lowest brightness,  it's actually pretty bright.  So that is one thing that I have noticed.  And it might bug you if you are a person who uses a smartphone  when every light is switched off.  Even at the lowest brightness, I felt that the brightness level  was a little bit high."
79,115,Phone,Samsung Galaxy Z Flip 3 5G,Samsung Galaxy Z Flip 3 5G - Foldable Smartphone Review with Pros & Cons,https://www.youtube.com/watch?v=f3Q4v0HrmvQ,1:16-1:29,design,1.0," First, the pros.  So the first thing that I liked about this device is the build quality.  And again, this is a flagship device, guys, very, very premium.  And even in India, what we get is the Snapdragon 888."
441,226,Phone,Samsung Galaxy Note 7,Samsung Galaxy Note 7 Review The Good & The Bad,https://www.youtube.com/watch?v=SbNwDYKFNeM,6:14-6:36,os,1.0," Now, if you move to the gaming, the gaming performance was also very good with this device.  It could play all the heavy games I threw on it.  And the good thing was that even with extended gaming, the device did not tend to heat up.  So that's a good thing. So if you are a gamer, you are sort of covered.  Now, Samsung has also added this new feature called the Iris Canner."
403,219,Phone,iPhone 7,iPhone 7 Review with Pros & Cons A Worthy Upgrade?,https://www.youtube.com/watch?v=UGvgfLta0UQ,0:50-1:15,battery,1.0," 6s, is in terms of battery life.  Certainly the battery life on the iPhone 7 is much better compared to the iPhone 6s.  Even at the end of the day, I used to usually have at least about between 20 to 25% of battery  life with this iPhone 7, which was not the case with the iPhone 6s.  So the battery life has improved and it can easily last me for a typical working day."
154,131,Phone,Vivo V9 ,Vivo V9 Full Review with It's Pros & Cons - iPhone X Inspired,https://www.youtube.com/watch?v=QxC2VS5dqes,12:06-12:18,os,0.0, Also with that punch touch OS UI for the most part it is okay but I have noticed some  UI lag at times with that one.  So that is something you have to be aware of.
105,120,Phone,Samsung Galaxy M30s,"Samsung Galaxy M30s Review with Pros & Cons
",https://www.youtube.com/watch?v=3IcNavm1Vkw,14:59-15:16,os,0.0, this this the latest update that we have if I go to the about the phone software it's still  showing the august security update so again they are a little bit slow in terms of update  as you can see so I don't know when will this device get the Android 10 update it will
110,121,Phone,Samsung Galaxy S20 FE 5G,"Samsung Galaxy S20 FE 5G Review with Pros & Cons (India Unit)
",https://www.youtube.com/watch?v=v79_onk-esI,9:35-10:02,design,0.0, now let's move to the cons that I have noticed with this smartphone and the first con that I have again guys I could say this is not con nitpicking but the thing is that as I've told you it has this  indisplay fingerprint scanner right now it's working very well but I would say sometimes it acts a little bit finicky and I have to use it about two times I have to do it so I would have love to see a side-bounded fingerprint scanner
265,157,Phone,Realme XT ,Realme XT Review with Pros & Cons Practical Mid Range Smartphone,https://www.youtube.com/watch?v=nBjW13Ar5Ts,3:07-3:41,speaker,1.0, and I did test it quite a bit with various headphones and even real me earphones.  And I have to say the audio output that you're getting via the headphone jack is actually  really good.  And the volume level also actually really high on this one.  So again no problems with the 3.5mm headphone jack and I did also test this one with quite  a few Bluetooth headset for example the me Bluetooth headset even the real me own  wireless what is a Bluetooth headset and stuff.  And again I have no problems the Bluetooth connectivity is solid on this and I had no  issues.  So again in that respect also you don't have to worry.
200,142,Phone,Nokia 8.1,Nokia 8.1 Review with Pros & Cons - Worth the Premium?,https://www.youtube.com/watch?v=WrNldp9wJWc,1:34-1:59,os,1.0, And it's a pretty fast processor I would say and as it's an Android one device again you  don't have any lag with this phone everything actually works very well and the Snapdragon  710S so see hundreds everything fine so in terms of fluidity I did not have any problem with this device it's very fluid no lag that I have  noticed so it's a very fast and fluid device and also now moving to the Android version it has the android
307,166,Phone,Mi A1,Mi A1 (Android One) Review with Pros & Cons - Best Mid Range Smartphone?,https://www.youtube.com/watch?v=mXRM__3LCmc,5:47-6:03,speaker,1.0, the cellular quality I did not have any issues with this device.  Also I took quite a few calls while it's speaker phone and the call quality was good even  with the speaker phone.  In fact the speaker phone call quality was very good because the speaker is actually very  loud.
232,149,Phone,Samsung Galaxy M40,Samsung Galaxy M40 Review with Pros & Cons - Mixed Feelings,https://www.youtube.com/watch?v=pXu8LgGA0Jg,3:35-3:58,battery,1.0," But you do the Snapdragon 675 SOC.  The battery life is actually pretty good.  And even with dual-sep, it was easily lasting me for a full day.  That is almost 24 hours without any issues.  Yes, it's not like other smartphones that come with 5000 milliamp hour battery that can last  for about two days, but easily one full day without any issues.  And in terms of screen on time, you can expect anywhere between about 4 and a half to"
98,119,Phone,Asus ROG Phone 5,"Asus ROG Phone 5 Review with Pros & Cons Performance Champ
",https://www.youtube.com/watch?v=a-1yAKxcoqo,3:07-3:24,os,1.0," The next thing is regarding, it's having the Snapdragon 888 SOC again because of that  it's very, very fast and fluid guys.  And I have to say, this might be one of the fastest Android smartphones as of now.  I don't have a lot of other smartphones with the Snapdragon 888 chipset."
82,115,Phone,Samsung Galaxy Z Flip 3 5G,Samsung Galaxy Z Flip 3 5G - Foldable Smartphone Review with Pros & Cons,https://www.youtube.com/watch?v=f3Q4v0HrmvQ,14:01-14:15,battery,0.0, And you guys know that this has a 3300 milliamp hour battery on this one.  And that's a little bit on the smaller size compared to most of the flagships  that we see these days.  And it really affects guys.
25,103,Phone,Poco X5 Pro,"Poco X5 Pro - Ideal Value Mid Ranger or Not?
",https://www.youtube.com/watch?v=6pwLc3ScKDo,11:13-11:24,camera,0.0, contrast and night mode the pictures are relatively soft and just forget about the ultra  white again you got to be careful at night because it does not have any OIS.
385,183,Phone,Samsung Flip 4,Samsung Flip 4 Review | Finally Can Recommend,https://www.youtube.com/watch?v=6xoazwLGe8M&list=PL3BCC0B74F1D775AF&index=8,2:03-2:24,speaker,1.0, call comes using with the Snapdragon 8 plus Gen 1.  So in terms of call quality it's good.  Here piece again no issue speaker is loud enough you can take calls on speaker phone.  I never had issues of proximity sensor.  So in terms of calls in fact the call quality was much better.  In fact much better than the S22 plus etc.  Okay moving to the next thing RAM management is also good on this one.
109,121,Phone,Samsung Galaxy S20 FE 5G,"Samsung Galaxy S20 FE 5G Review with Pros & Cons (India Unit)
",https://www.youtube.com/watch?v=v79_onk-esI,6:10-6:29,storage,1.0, even through caller actually works very well on this smartphone so that way I would say this actually doing a very good job in terms of RAM management you don't have to worry  so excellent job that Samsung has done and it does not boot out apps out of memory unnecessarily so that's actually a nice thing
75,114,Phone,OPPO Reno6 Pro,"OPPO Reno6 Pro Review with Pros & Cons After 2+ Weeks of Usage
",https://www.youtube.com/watch?v=zPpl2JjLvzg,3:49-4:10,os,1.0," I'll talk about the pricing and what do I feel about it in the later part of the video.  But the general performance of this phone was very good, I would say.  No issues with that.  And the processor easily handles it.  And I haven't noticed any laggingness or anything on this smartphone.  Even tons and tons of apps that I just left open."
300,164,Phone,Samsung Galaxy Note 8,Samsung Galaxy Note 8 Review with Pros & Cons - Playing It Safe!,https://www.youtube.com/watch?v=WmGnNWByllE,11:29-12:05,speaker,0.0," These are the cons.  And the first thing is that I don't know why Samsung did this.  They have put this great screen.  It's great for multimedia consumption.  But it just has a single mono speaker here at the bottom.  It is very similar to the speaker quality that you get with the essay.  So it's good enough, but not great.  I don't know why Samsung didn't give a dual speaker set up like the iPhone 7 or the iPhone  8.  So even at max volume when I was watching a lot of videos, I always felt that the volume  level could have been a little bit higher.  You get used to it."
283,161,Phone,Samsung Galaxy M31,Samsung Galaxy M31 Review with Pros & Cons,https://www.youtube.com/watch?v=p_74rIzhOtQ,2:53-3:28,os,1.0," That's based on 10 nanometer process.  And this is, so see, is used on quite a few, what is it?  Samsung mid-range phones like the earlier M30S and even the new A51.  And I would say it handles this one fine without any issues with this, what do you say?  What, one UI version too.  I did not have a problem with this one.  As you can see, I'm using the full gesture mode in this one.  So you can set this up.  And as you can see, it handles stuff fine on this one.  I didn't have a problem.  I like the fact that you can just do this and go back.  So in that way, it works.  And I did not notice any lag while regularly using the phone."
362,179,Phone,Realme 10 Pro,Realme 10 Pro + 5G Hands On Impressions & Opinion,https://www.youtube.com/watch?v=Y1EexaeXwaE&list=PL3BCC0B74F1D775AF&index=4,0:28-0:50,design,1.0, The big standard of this smartphone is the screen and if you notice of course it's  an AMOLED screen and it's curved.  So again in this range generally we never used to get curved screen and it's actually a  very good AMOLED screen that they are using.  It's a 120Hz proper one and again it's very smooth to touch so and also it has PWM
327,171,Phone,Honor 8 Pro,Honor 8 Pro In-depth Review with Pros & Cons - It's almost there,https://www.youtube.com/watch?v=i9W-ulbetog,9:19-9:25,camera,0.0," lighting, I won't say exactly indoor, but very low lighting conditions, then the camera  performance was not that great."
152,131,Phone,Vivo V9 ,Vivo V9 Full Review with It's Pros & Cons - iPhone X Inspired,https://www.youtube.com/watch?v=QxC2VS5dqes,7:41-8:10,speaker,1.0, from the headphone jack is good it's very clear but I was starting to notice that it does  not have any options like Dolby sound or others because they were actually in their marketing  press material they are marketing this as a music smartphone.  So the audio quality via the headphone is good I tested it with this Audio Technica M40X  and M50X the sound output is clear and crisp but again it doesn't have any sound enhancements
242,151,Phone,Redmi K20 Pro ,Redmi K20 Pro Review with Pros & Cons with Real World Usage,https://www.youtube.com/watch?v=YsU_SJP1870,6:31-6:47,camera,0.0," a decent job, but when we move to indoor lighting conditions and we use the portrait mode,  the camera performance is really really weak, as you can see these portrait charts are  very very soft in indoor lighting, so that's one of the biggest weakness that I have noticed"
413,221,Phone,Honor 8,Honor 8 Review with Pros & Cons a Camera Centric Smartphone,https://www.youtube.com/watch?v=bzqUn3tpD6k,1:04-1:20,os,1.0, in your hand and it runs a custom UI again like other Honor Huvave phones so no app tray  or anything like that but it's very well optimized and I did not notice any lag whatsoever  so in general UI the performance is very good and again it has 4GB of RAM so it really helps
427,223,Phone,Moto G4,Moto G4 Plus now after 5 months a Re-Review,https://www.youtube.com/watch?v=Urkg3NQxqKU,5:12-5:31,os,0.0, updates regularly on the Moto G4 Plus but one thing that is still disappointing is that still it's  on the July Android security update so even though we are getting some OT updates  Motorola and Lenovo are not touching them to the latest Android security updates but on the other
42,107,Phone,Samsung Galaxy A52,"Samsung Galaxy A52 Review with It's Pros & Cons
",https://www.youtube.com/watch?v=K3C13blNf0I,6:08-6:19,storage,1.0, And I would say the memory management is done very well on this.  These are some of the apps that I opened in the morning and they are still in memory as  you can see.  So that way I would say it works very well.
400,218,Phone,Samsung Galaxy A9 Pro,Samsung Galaxy A9 Pro Review with Pros & Cons,https://www.youtube.com/watch?v=Imsw1jeGt9o,2:58-3:10,battery,1.0, to that. But in terms of battery life Samsung has done a great job and that's also thanks  to the Snapdragon 652 SOC. The battery life is actually very good on this phone. In terms
195,141,Phone,Zenfone Max Pro M2 ,Zenfone Max Pro M2 Review with Pros & Cons - Ideal Mid Ranger?,https://www.youtube.com/watch?v=YGoIkswxGEI,2:13-2:48,os,1.0, when I dropped it so it might be a good idea to apply a screen guard on this one.  Now moving to the processor it's having the Snapdragon 660 so see and we know that it's  a very good processor but again it's slightly under clogged as you can see this is the  N22 and it's clogged at 1.96 gigahertz not the regular 2.2 gigahertz so you take about  a 5% hit but again to sum it up in regular usage day to day uses as I have told you used  it for two weeks with my primary SIM and didn't have any issues of lagging as or anything  and I think so that's more or less you do the almost stock android experience that you
355,177,Phone,Redmi Note 4,Redmi Note 4 Review with Pros & Cons Mid Range Champ?,https://www.youtube.com/watch?v=xSQT69KwHq8,10:57-11:11,os,1.0," It's running on the Snapdragon 625 chipset.  And I have to say, the general performance of this device was also very good.  I did not face any UI lags or any stutteriness when I was using this device.  So these were the things that I really liked about this Redmi Note 4."
387,183,Phone,Samsung Flip 4,Samsung Flip 4 Review | Finally Can Recommend,https://www.youtube.com/watch?v=6xoazwLGe8M&list=PL3BCC0B74F1D775AF&index=8,6:30-6:58,os,0.0, this one again thanks to the Snapdragon 8 plus Gen 1 S.O.C. but only place where I didn't  notice some heating is again the processor is here guys over here.  So normally when you're using the phone you don't touch this area but when you're because  the processor is when you're doing gaming what I notice is that after extensively gaming  for about 15 20 minutes yes this back this area can get a warm to touch.  So I would say don't get me wrong it's not like it cannot game the Snapdragon 8 plus
21,103,Phone,Poco X5 Pro,"Poco X5 Pro - Ideal Value Mid Ranger or Not?
",https://www.youtube.com/watch?v=6pwLc3ScKDo,1:22-1:39,speaker,1.0, Then we'll move towards what do I feel about this device.  I like the fact that this is retaining the 3.5 mm headphone jack.  In fact the audio output is actually good.  If you have a good pair of wired headphones or earphones you will appreciate it.  Also I like the fact that this vent is actually for the speaker.
43,107,Phone,Samsung Galaxy A52,"Samsung Galaxy A52 Review with It's Pros & Cons
",https://www.youtube.com/watch?v=K3C13blNf0I,11:37-11:55,os,0.0, with the M series and even this A series is the introduction of ads and that is very very  irritating.  When you set up the phone if you're not careful you will get ads and stuff and even what  you say on the wallpaper like this you will get.  So be very careful when you're setting up the smartphone.
287,162,Phone,Samsung Galaxy Note 10 Lite ,Samsung Galaxy Note 10 Lite Review with Pros & Cons,https://www.youtube.com/watch?v=JWEAzvUTjEY,0:54-1:15,design,1.0," And the first thing about Note devices, yes, it's a big device as you can see.  It has that really nice super AMOLED screen.  It's a 6.7 inch screen and again, it's a Samsung, what do you say AMOLED screen?  So the quality of the screen is very good.  So you don't have to worry about it.  Though it's just a full HD plus screen but the quality is very good.  So no issues, they're counting that."
380,182,Phone,Google Pixel 6a,Google Pixel 6a Review | Now after Android 13 Update,https://www.youtube.com/watch?v=AzyNL3YCmlM&list=PL3BCC0B74F1D775AF&index=7,2:20-2:39,speaker,1.0," It does not have a 3.5mm headphone jack but fortunately it does have stereo speakers.  But these stereo speakers are actually pretty loud, much louder than many of the smartphones  that you get.  Even some of the smartphones that are more expensive than this one.  So stereo speakers are good and they are actually loud.  Next thing is regarding the battery life that I was getting on this one."
435,225,Phone,OnePlus 3,OnePlus 3 Long Term Review with 4 months of use,https://www.youtube.com/watch?v=SfMizgMKvEQ,3:37-3:52,design,1.0, of the day.  Another thing that I started really appreciating after using this OnePlus 3 is this alert slider.  Again you will only appreciate it after you start using this device and this is really  cool I would say you can just slide it you don't even have to look to the phone and you
395,217,Phone,Samsung Galaxy On Nxt,Samsung Galaxy On Nxt Review is it any Good?,https://www.youtube.com/watch?v=81hK04P6vzU,2:31-2:47,camera,0.0," Whereas the front facing camera is a 8 megapixel shooter.  And I have to say the front facing camera is sort of above average, but the rear facing  camera is sort of just average in my opinion.  As you can see with the sample shots in outdoor lighting conditions, the pictures come"
404,219,Phone,iPhone 7,iPhone 7 Review with Pros & Cons A Worthy Upgrade?,https://www.youtube.com/watch?v=UGvgfLta0UQ,1:29-1:50,speaker,1.0, Now moving to another new thing that I liked on this iPhone 7 is that this one has proper  dual speaker setup.  One speaker is here and the earpiece also acts as a speaker.  So it gives you that stereo experience and I have to say the sound quality is hugely improved  compared to the iPhone 6s.  Also now the iPhone 7 is water resistant.
367,180,Phone,Motorola Edge 30 Ultra,Motorola Edge 30 Ultra Review | Almost Ideal Flagship,https://www.youtube.com/watch?v=B7qYxERmCII&list=PL3BCC0B74F1D775AF&index=5,0:45-1:08,design,1.0, actually 144Hz screen and I like the quality of the screen it's very good punching so great  for watching videos and stuff and outdoors also it goes enough bright that you don't have  a problem it's not the brightest like some of the Samsung flagship or the iPhone that  go above 1500 nits but it's decently visible that you don't have a problem.  So it's a good quality screen and I like that it's 144Hz yes you can go back to lower
137,128,Phone,Redmi Note 5 Pro ,Redmi Note 5 Pro Full Review with Pros & Cons,https://www.youtube.com/watch?v=K2jqAQhb0Fg,1:40-2:05,design,0.0, setup I feel shawmey could have done a better job and also in terms of the antenna design it's  plain Jane in fact I would say in terms of design this is the Mi A1 the antenna designs were  better done on this one so again I'm actually neutral in terms of the styling of this device now  if you talk about the in-hand feel in that respect I would say shawmey did a good job the weight
359,178,Phone,Lenovo P2,Lenovo P2 Battery King In-depth Review with Pros & Cons,https://www.youtube.com/watch?v=BuD01yduWa4,6:33-6:48,design,1.0, Regarding the protection use it is having Gorilla Glass 3 which is actually bonded to the  super AMOLED screen.  So the screen quality is actually really good viewing angles and it is a super AMOLED  screen that was made by Samsung.
294,163,Phone,Samsung Galaxy S20+,Samsung Galaxy S20+ Review with Pros & Cons,https://www.youtube.com/watch?v=zwygzOn40NI,12:04-12:36,os,0.0, go in depth of regarding that again watch his video but I would say something should have provided  the Snapdragon variant even for us here in India because the pricing of the devices not that cheap  in India and we know that the Snapdragon variant is a better SOC compared to the one that is being  used right now so that is something that I do not like when you are charging that high premium  they should have given just gone with the Snapdragon 865 variant for the entire worldwide region
69,112,Phone,Moto G82,"Moto G82 Review | Good MidRanger but not Ideal
",https://www.youtube.com/watch?v=7vAnsrTil2Q,7:27-7:41,storage,0.0, Fortunately it does have a microSD card but again it's a hybrid solution so you got to be careful with it.  So storage can be a issue because you only get it in one variant 128GB though RAM you have to get in 6 and 8.
216,145,Phone,Samsung Galaxy S10+,Samsung Galaxy S10 + Full Review (Exynos) with Pros & Cons,https://www.youtube.com/watch?v=XVtlCbe79vY,11:35-11:56,battery,0.0," And it's not like Samsung doesn't have super fast charger.  For example, the S10 5G Edition actually comes with a 25 watt fast charger.  So they should have given that charger on this one.  It's not a deal breaker, but considering the competition, I would say they should have  given higher wattage charger.  And lastly is the Bixby dedicated key."
277,160,Phone,Realme X2,Realme X2 Review with It's Pros & Cons,https://www.youtube.com/watch?v=Tk4We5lwTGs,1:00-1:21,design,1.0, And again guys very similar to other realme devices I would say in terms of looks and  stuff this one is the new color is the screen color I like that and if you talk about the  screen I like the screen on this one it's a super AMOLED screen it's a 6.4 inch screen  that we are having it's a good quality screen that they have put it has all the regular
347,175,Phone,Samsung Galaxy C7 Pro ,Samsung Galaxy C7 Pro Review - Worth Your Money Good & The Bad,https://www.youtube.com/watch?v=iWTHGZHl2mY,6:05-6:23,camera,0.0, and series ACs so they have skipped the Samsung pay option on this device now coming to the camera  this is one place where I was slightly disappointed with this device considering it's a  Samsung device generally Samsung devices have very good camera performance yes in outdoor lighting
146,130,Phone,Honor View 10 ,Honor View 10 with AI Chip Review with Pros & Cons,https://www.youtube.com/watch?v=ZzzIlkiwkjc,4:29-4:44,os,1.0, So this is done automatically using the AI chip and the thing that I found with this  device is that the AI chip is also helping it to get insane battery life I have to say  this smartphone is the best smartphone in terms of flagship if battery life is your highest
415,221,Phone,Honor 8,Honor 8 Review with Pros & Cons a Camera Centric Smartphone,https://www.youtube.com/watch?v=bzqUn3tpD6k,3:12-3:27,camera,1.0, with this phone is incredible again it's a camera centric phone and I have to say the camera  performance was mind-boggling again as you can see with the sample shots the camera performance  is excellent on this Honor 8 and I have to say in this surprise point the camera is the best
418,222,Phone,Moto Z,Moto Z Play In-depth Review the Energizer Bunny,https://www.youtube.com/watch?v=X_5QzWdpPec,3:01-3:21,os,1.0," Now regarding general performance, this device comes with a Snapdragon 625 chipset.  And it handled everything I threw on it without any issues.  It's really responsive.  And also in terms of multitasking, it was really good experience.  Though it has just three gigabytes of RAM, but never I noticed that the apps were unnecessarily  loading out of the memory."
405,219,Phone,iPhone 7,iPhone 7 Review with Pros & Cons A Worthy Upgrade?,https://www.youtube.com/watch?v=UGvgfLta0UQ,2:16-2:37,os,1.0," But now if we talk about the general performance, the general performance of this phone is very  good.  Thanks to the new A10 chip set that Apple is using.  Now this is a quad core processor and I have to say it is a very fast processor.  I didn't notice any lag whatsoever in about 2 months of usage with the iPhone 7."
67,112,Phone,Moto G82,"Moto G82 Review | Good MidRanger but not Ideal
",https://www.youtube.com/watch?v=7vAnsrTil2Q,2:57-3:15,speaker,1.0, Next thing is regarding stereo speaker and this is a big improvement I would say and I would say even as I said in my unboxing video this is very similar to the G71.  The G71 did not have a stereo speaker this one does have a stereo speaker and it's adequately loud I would say if I go to copyright free songs.
129,126,Phone,LG V30+,LG V30+ Review with Pros & Cons The Underrated Flagship,https://www.youtube.com/watch?v=lfJOycKtCnc,14:48-15:06,camera,0.0, I liked about the LG V30 now let's move to the cons these are the things that annoyed me on this  device and the first thing is regarding the front facing camera this has to be the weakest as I  mentioned compared to other flagship if you are selfie upstairs don't get me wrong it's not like
48,108,Phone,OnePlus 7 Pro,"OnePlus 7 Pro Detailed Review with Pros & Cons
",https://www.youtube.com/watch?v=Y3C6tq49H3Q,11:01-11:11,battery,0.0, opt for that because the battery life already is kind of average and if they enable always  on the battery life would have tagged so that's one thing that you have to note also I simply
22,103,Phone,Poco X5 Pro,"Poco X5 Pro - Ideal Value Mid Ranger or Not?
",https://www.youtube.com/watch?v=6pwLc3ScKDo,2:13-2:29,design,1.0, So entire chassis is plastic and the phone feels very very light to hold which is a good  thing also.  It feels a lot lighter for this size of the phone.  That's the first impression I got.  But again we have one more speaker and again the stereo speakers are good.
66,112,Phone,Moto G82,"Moto G82 Review | Good MidRanger but not Ideal
",https://www.youtube.com/watch?v=7vAnsrTil2Q,1:05-1:22,design,1.0," Okay so first thing and that is the screen on this one and I think so that's the big highlight about this one.  This one has a 6.6 inch amulet screen that's a PO LED screen which is actually a good one.  The good thing is that this one actually supports 120 hertz, refresh rate and it's a proper 10-bit panel not a 8-bit panel."
191,140,Phone,Realme U1 ,Realme U1 Review with Pros & Cons - The Selfie Smartphone,https://www.youtube.com/watch?v=lf1NJ4H_bkA,1:46-2:02,speaker,1.0," And also to give you an idea, how is the speaker?  The speaker though, it's just a single speaker over here.  It's actually really loud.  I'll give you an idea.  This is my own video, let me match it.  I did this is Ranji, and in this video, we'll be doing the unboxing and have a first  look at the screen.  The screen quality is actually really nice.  And this is the flash."
108,121,Phone,Samsung Galaxy S20 FE 5G,"Samsung Galaxy S20 FE 5G Review with Pros & Cons (India Unit)
",https://www.youtube.com/watch?v=v79_onk-esI,3:51-4:01,os,1.0, I did all my testing on this one so that way it's nice and you feel that it's actually smooth within the UI also no lags whatsoever that I'm noticing on this smartphone
96,119,Phone,Asus ROG Phone 5,"Asus ROG Phone 5 Review with Pros & Cons Performance Champ
",https://www.youtube.com/watch?v=a-1yAKxcoqo,0:28-0:43,design,1.0," And first let's talk about the good things that are the pros with this device.  And the biggest improvement I would say compared to the ROG Phone 3, I would say is the screen  quality on this one, this is a gorgeous screen guys, this is 6.78 screen, yes it's a big"
188,139,Phone,Huawei Mate 20 Pro,Huawei Mate 20 Pro Review with Pros & Cons - Best of 2018?,https://www.youtube.com/watch?v=Gf-uP60Qbww,10:20-10:52,camera,0.0, now move to the cons and let's start with the front facing camera the front facing camera is a 24  megapixel shooter the wide balance is sort of a little bit of the picture was slightly on the yellow  extent I don't know why and even when I enabled the AI mode it was just too aggressive and snuffing  the images and even when you use the portrait mode I would say the front facing camera is not that great  and some of the mid-rangers like the red new note 5 6 pro or even the real me you want I felt the  front facing camera on those were better so that was the front facing camera I hope they improved
68,112,Phone,Moto G82,"Moto G82 Review | Good MidRanger but not Ideal
",https://www.youtube.com/watch?v=7vAnsrTil2Q,4:04-4:24,design,0.0, Now moving to the fingerprint scanner they have used this side mounted fingerprint scanner and as you can see it is okay but I feel here the implementation is slightly I would say not done that well.  I don't know if it's just my unit here. I feel this power on a button is actually resist a little bit more than what I like.
